"video","internet","phone","age","income","HHsize","married","children"
78.159973145,51,0,62,4,5,1,0
6.2659973145,43.5,10,NA,NA,NA,NA,NA
73.859973145,50,0,46,2,2,0,1
103.66196289,0,0,76,3,2,1,0
67.181958008,32.5,25,28,9,4,1,1
84.809997559,0,0,30,3,2,1,0
68.597998047,0,0,84,1,1,0,0
166.78793945,60,84.949951172,50,6,5,1,1
73.569946289,45,0,24,6,3,0,1
64.659973145,35,0,36,1,2,0,0
132.14694824,30,0,50,6,6,1,1
111.56994629,47.5,0,36,6,2,1,0
44.191973877,38.2,29.949996948,44,6,3,0,1
85.538970947,49.6,30,44,4,2,1,0
241.89593506,55,28,56,9,6,0,0
76.34197998,0,0,80,6,5,0,1
78.845977783,30,0,20,1,2,1,0
32.373989868,46.959985352,0,70,7,4,1,0
107.85896606,49.879989624,20,46,3,2,1,0
103.47194824,42.4,0,54,8,3,1,0
69.771948242,30.4,0,24,1,1,0,0
70.787988281,100,0,72,3,2,0,1
73.797998047,45,0,42,6,2,0,0
65.659973145,40,0,NA,NA,NA,NA,NA
54.391973877,76.6,0,22,3,2,0,0
68.597998047,47.4,26.149993896,38,9,6,1,1
56.541973877,44,15,44,2,1,0,0
15.798994446,45.6,3,26,1,1,0,0
91.845977783,38.4,49.949981689,66,9,5,1,1
110.84597778,0,0,52,9,4,1,1
63.409973145,45,10,64,1,1,0,0
66.809997559,43.333333333,17.75,40,3,1,0,0
153.08195801,49.2,27,40,1,1,0,0
99.223986816,49.2,0,48,6,3,1,1
77.845977783,45,0,26,1,1,0,0
128.62094727,44,0,62,6,2,1,0
73.597998047,59,0,52,6,3,1,1
76.874423557,15,25,28,1,1,0,0
73.127954102,44.7,0,42,6,4,1,1
62.375976563,35.4,0,44,4,7,1,1
63.797998047,45.3,0,38,3,4,1,1
69.967993164,23,21,66,4,1,0,0
15.682213677,32.222222222,7.7722201877,46,5,4,0,1
99.040966797,34.851983643,32.101982117,58,5,3,1,0
94.159973145,45,10,54,6,5,1,1
66.597998047,31,0,34,7,6,1,1
93.771948242,41,7,30,4,3,1,1
68.938970947,33.5,20,54,7,6,1,1
81.809997559,60,0,26,3,1,0,0
85.171948242,37.4,25,56,2,3,1,0
63.797998047,35.3,10,42,1,1,0,0
21.197998047,44.989990234,47.699981689,58,2,3,1,1
70.661987305,42,0,42,6,2,0,0
109.56994629,55,0,50,6,2,1,0
75.659973145,55,10,36,5,3,0,1
113.99196777,39.4,18,34,9,4,1,1
92.397998047,51,0,34,3,3,0,1
102.16796875,36.2,18.119998169,54,8,4,1,0
169.94194336,41.159979248,21,58,9,5,1,1
62.397998047,36.4,0,72,7,2,1,0
41.491973877,0,27,54,4,2,1,0
68.323999023,54.154983521,0,74,3,1,0,0
78.138970947,48.2,0,38,4,4,0,1
78.071948242,45,0,40,5,4,1,1
78.838970947,43.2,30,68,7,3,1,1
70.838970947,47.2,25,62,1,1,0,0
42.159973145,0,0,26,1,1,0,0
77.538970947,28.5,25,44,1,1,0,0
68.659973145,35,10,82,1,1,0,0
66.721948242,52.5,3,40,6,3,1,1
75.861987305,35,0,32,5,2,0,1
64.471972656,36,0,30,6,2,1,0
110.59799805,35,0,34,6,3,1,1
99.921948242,42,25,38,3,3,1,1
149.92708915,45,10,54,7,3,1,1
98.391967773,46.6,25,58,7,4,1,1
98.391967773,66.2,15,82,5,3,1,1
67.891973877,42.2,0,28,7,3,0,1
91.476664225,41.666666667,0,42,5,2,0,0
64.659973145,55,0,82,2,2,1,0
67.597998047,72.4,0,74,3,3,1,0
102.84597778,38.4,0,62,4,1,0,0
133.89794922,51.3,25.25,56,6,3,1,1
103.17194824,42,10,50,6,4,1,1
22.071990967,18.4,0,56,9,4,1,1
57.878723145,0,0,44,4,2,0,0
116.58798828,47.4,0,48,9,4,1,0
128.59594727,31.2,25,56,9,2,1,0
100.84597778,36.4,0,32,6,4,0,1
67.161975098,0,0,86,9,1,0,0
68.373986816,0,0,52,1,4,0,1
71.409973145,45,0,18,1,2,1,0
69.497961426,26.3,20,44,9,1,0,0
9.8159973145,48.5,1,58,3,5,1,1
75.888980103,40.7,0,54,4,5,0,1
22.569992065,65,0,22,1,2,1,0
99.915991211,40.949981689,0,52,5,6,1,0
109.52896118,36.5,0,44,3,1,0,0
62.491385324,28.571428571,8.5714285714,34,3,3,0,1
68.338970947,46.7,0,48,6,3,0,1
112.17299805,37.4,0,66,3,2,1,0
67.238980103,47.3,20,58,6,3,1,1
91.123962402,55,15,22,4,2,0,0
66.809997559,37.5,0,62,5,1,0,0
69.318868001,45,0,54,7,2,0,0
74.597998047,40.4,10,76,6,2,1,0
122.04597778,36.4,0,52,6,1,0,0
67.773950195,38,0,20,3,2,0,0
97.828991699,34.5,25,80,1,2,1,0
75.638970947,49,0,46,8,3,0,0
78.871948242,45,0,40,8,7,1,1
112.59799805,63,20.25,72,8,4,1,1
63.123962402,35.4,4,80,2,3,1,0
42.311993408,39.4,0,30,5,2,0,1
52.391973877,42.2,15,72,9,3,1,0
73.597998047,33,0,46,6,5,1,1
21.669998169,35,0,38,4,1,0,0
100.19196777,0,23,68,7,3,1,1
163.49194336,49.2,33,62,7,4,1,0
101.84597778,35.6,19,58,8,5,1,1
74.659973145,34.5,0,48,4,1,0,0
65.597998047,73.9,0,40,9,2,1,0
74.837969971,38,25,78,4,2,1,0
94.197973633,41.34699707,4.9899978638,54,7,7,1,1
84.547998047,45.3,0,28,4,6,1,1
87.828967285,47,12,46,6,3,1,1
31.697998047,36.5,10,52,8,6,0,0
92.391967773,38.2,0,40,1,1,0,0
83.909973145,57,0,42,3,2,0,0
74.836649577,45,10,66,6,3,1,1
73.597998047,0,0,78,5,2,1,0
93.197998047,63.6,30.25,66,1,1,0,0
77.363977051,35,0,48,2,1,0,0
151.54593506,36.2,28,70,6,3,1,0
61.157958984,38,0,64,9,2,1,0
109.17221408,54.666666667,26,54,6,2,1,0
71.813989258,4.5,0,NA,NA,NA,NA,NA
64.809997559,45,15.25,36,5,3,0,1
22.071990967,48,0,28,1,7,1,1
68.961987305,40,20.5,52,6,6,1,1
122.61595459,43.84699707,1.4969993591,58,6,3,1,1
74.809997559,45,0,38,5,3,0,1
68.569946289,40,0,78,1,1,0,0
68.881970215,0,19,56,1,2,1,0
74.371948242,35.4,0,38,6,1,0,0
76.34197998,34.6,25,70,5,3,1,0
75.058959961,34,29.989990234,78,1,2,0,0
95.997998047,35.3,0,56,9,8,1,1
53.255963135,45,34.8,50,2,2,0,1
7,0,0,NA,NA,NA,NA,NA
65.338980103,50.7,5,52,3,2,0,0
90.128961182,27.009994507,11,66,3,1,0,0
87.023986816,40,0,58,3,2,0,1
7,0,0,20,1,2,1,0
77.871948242,55.4,25,50,9,1,0,0
13.034996033,45,0,32,2,2,1,0
68.838970947,0,0,64,4,2,1,0
78.547949219,37.4,15.75,72,7,2,1,0
93.391967773,64.2,25,82,5,4,1,1
103.56994629,35,2.8571428571,54,7,5,1,0
83.088970947,43,16,52,6,2,1,0
68.097998047,35.9,10.675,60,1,1,0,0
96.463989258,0,15,38,1,3,0,0
86.328955078,57.5,13.5,54,7,5,0,1
59.297998047,45,0,48,3,2,0,0
83.591967773,35,0,56,6,2,1,0
40.282995605,0,0,76,8,2,1,0
39.736643473,35,0,52,2,1,0,0
63.066640218,45,15,32,1,2,1,0
73.148968506,4.6,0,74,2,4,1,0
131.05697632,36.4,15,54,9,2,1,0
109.49196777,33.6,0,48,5,4,0,1
29.728991699,40.7,25,84,5,8,1,1
97.845977783,61.4,14.5,54,9,4,1,1
134.89797363,2.3,29.949996948,84,6,2,1,0
114.8989624,51.339996338,25,56,4,5,1,1
80.46999783,35,8.8888888889,30,1,1,0,0
134.34197998,57.4,0,58,9,3,1,0
73.741967773,26.6,15,58,9,5,1,1
87.659973145,0,10,74,2,3,1,0
154.14196777,0,0,58,9,3,0,1
134.00891724,41.8,12.5,20,5,2,1,0
63.391973877,48.2,0,68,8,4,1,0
90.397998047,61.2,0,30,5,7,1,1
79.845977783,35,30,32,5,5,1,0
72.597998047,56,4.575,44,7,3,1,1
102.39196777,0,5,46,9,4,1,1
64.659973145,44,0,30,9,1,0,0
63.409973145,35,0,20,1,1,0,0
80.597998047,43.3,20,78,6,2,1,0
108.16195068,48.6,23,38,6,3,0,1
73.291967773,38.2,15,38,6,7,1,1
62.318874783,45,0,56,3,4,1,0
75.253723145,0,0,56,5,1,0,0
141.39794922,66.6,17.75,50,6,4,1,1
108.53897095,43.2,25,40,6,2,1,0
132.09796143,52.1,26.25,72,6,4,1,0
70.409973145,45,0,76,4,2,0,0
89.148968506,0,0,74,1,1,0,0
94.845977783,42,30,60,8,3,1,0
77.971948242,28.5,16,38,4,2,0,0
61.245983887,35,0,68,7,2,1,0
59.586987305,44.2,25,46,7,7,1,1
82.828961182,29.7,30,66,5,2,0,0
66.069946289,50,10,44,1,1,0,0
64.997998047,0,0,54,1,1,0,0
7,35,0,40,1,3,1,1
101.33895874,36.5,29.989990234,80,6,2,1,0
64.638980103,32.2,20,62,6,2,0,1
89.721948242,42.4,0,64,3,2,0,0
90.956958008,38.954983521,24.949996948,54,6,4,1,1
59.191992188,61.4,0,28,3,1,0,0
95.245983887,35,0,62,8,1,0,0
63.409973145,45,0,38,4,1,0,0
74.471948242,35,44.949981689,86,6,2,1,0
145.17891846,47.2,0,76,6,5,0,1
83.097998047,40,20,54,4,3,0,0
129.56498413,50.7,0,48,7,5,1,1
103.80999756,55,0,44,2,2,1,0
71.569946289,0,0,22,1,1,0,0
102.77098389,0,0,68,7,5,1,0
81.648968506,0,0,60,7,3,1,0
87.597998047,0,20.25,38,7,3,1,1
139.84790039,55.6,0,50,9,3,1,0
100.35695801,65.4,0,32,6,3,0,0
59.097998047,35,17.75,46,6,4,1,1
27.45,23.5,0,64,2,2,0,1
65.871960449,39,0,60,8,2,0,0
89.838970947,63.7,0,54,6,3,0,1
63.797998047,45,0,22,7,1,0,0
21.809997559,0,0,94,3,3,1,0
123.59799805,33,15.25,42,8,5,1,1
63.373986816,40,0,32,4,1,0,0
101.87298584,35,0,58,6,3,1,1
89.659973145,46,0,NA,NA,NA,NA,NA
27,0,0,32,5,1,0,0
76.159973145,65,0,32,6,2,0,0
78.691967773,43.8,0,18,1,1,0,0
88.838970947,0,25,82,3,3,1,0
160.88796387,0,0,56,3,1,0,0
88.821984863,47,25,44,3,3,1,1
96.29798584,37.4,25,46,7,3,1,0
102.99597778,35,26,64,4,3,1,0
153.73896484,63.7,0,44,4,2,0,1
100.84597778,35,25,76,4,3,1,0
119.27896118,51.6,10,60,3,1,0,0
67.845986938,40,10,44,7,3,1,1
76.34197998,40.2,0,70,6,5,1,0
69.811962891,46.159997559,0,74,8,3,1,0
76.597998047,37.689990234,10.675,80,2,4,1,0
112.84597778,36.4,25,26,1,1,0,0
52.923309326,10,6.6666666667,NA,NA,NA,NA,NA
71.720980835,0,30,58,6,3,0,1
67.373986816,0,0,70,1,1,0,0
39.491973877,0,0,80,4,4,1,1
118.39799805,45,20.25,32,8,4,0,0
26.891998291,51.3,0,58,6,2,0,0
97.138970947,59.4,25,46,1,1,0,0
69.965979004,0,0,58,1,2,0,0
82.538970947,53,30,50,4,3,0,1
58.845986938,30.6,0,34,3,2,0,0
67.569946289,40,0,44,6,4,1,1
61.373986816,40.9,0,60,6,3,1,0
67.769995117,0,0,76,5,1,0,0
28.897998047,0,20.25,82,1,2,0,1
60.838980103,30,0,50,8,5,1,0
22.071990967,45,0,72,3,6,1,1
53.809997559,35,10,58,1,2,0,0
129.84593506,48.4,25,52,8,4,1,1
102.07194824,55,0,52,5,3,1,0
71.197998047,45,0,24,1,2,0,0
101.97194824,40.9,13,36,6,3,1,1
86.491967773,32.2,20,78,1,1,0,0
140.34696045,0,14.5,62,1,1,0,0
84.659973145,80,10,80,1,1,0,0
78.597998047,56.6,0,28,3,1,0,0
63.396957397,40,15,56,4,6,0,0
62.191973877,45,15,64,3,1,0,0
81.068951416,35.759979248,0,42,6,3,1,1
63.809997559,45,0,20,1,2,0,1
66.637976074,0,0,40,1,1,0,0
18.719985962,35,0,38,1,1,0,0
71.773962402,35,13.959997559,94,4,2,1,0
64.097998047,38.3,0,20,2,1,1,0
65.438980103,33.9,0,38,6,2,1,0
96.191967773,31.6,10.5,42,6,3,1,0
85.371948242,27.5,14,62,6,1,0,0
94.071948242,57,10,52,2,4,0,1
94.14197998,50.2,15,80,5,2,1,0
76.447998047,40,0,60,3,2,1,0
88.848968506,0,0,54,3,2,0,0
88.191967773,41.2,0,38,2,1,0,0
122.59799805,40,0,58,5,2,1,0
49.07197876,35,0,46,7,4,0,0
17.74599762,35,5,NA,NA,NA,NA,NA
116.4199646,51.2,0,60,3,5,1,0
137.84189453,75.2,23,62,7,4,1,0
82.659973145,40,2.5,56,6,3,0,1
82.238970947,41.5,34.989990234,54,3,1,0,0
30.74599762,0,15,66,6,2,1,0
81.871948242,37,14,68,9,1,0,0
88.443951416,53.5,0,50,7,4,1,1
74.868963623,29,25,40,9,5,1,1
73.84197998,0,0,52,4,4,1,1
89.345977783,35,31.5,42,5,3,0,1
69.682995605,45,20.5,64,6,1,0,0
86.765979004,25,0,48,1,1,0,0
81.641992188,51.3,20.25,46,3,1,0,0
92.071948242,32.4,0,42,7,2,1,0
83.406970215,91.9,0,36,9,3,1,1
74.804977417,41,0,20,1,2,1,0
42.311993408,0,2,88,6,7,1,1
70.569946289,40,0,26,9,1,0,0
86.569946289,35,10,50,6,1,0,0
45.786981201,40.5,0,58,6,2,1,0
85.232965088,52.2,0,64,3,3,1,0
76.409973145,35,15,40,6,3,1,1
90.691967773,32.5,0,52,5,4,1,1
76.597998047,42.4,21,60,7,1,0,0
104.04794922,60,1,50,6,3,1,1
98.897998047,34.384994507,25,68,7,3,1,0
48.809997559,70,0,30,1,5,1,1
63.838980103,0,0,36,3,1,0,0
73.871948242,39.4,0,58,9,2,0,0
71.809997559,55,10,88,3,1,0,0
65.909973145,57.857142857,15,44,6,2,1,0
65.373986816,41.5,0,72,5,5,0,1
81.648968506,0,0,68,2,6,1,1
111.09799805,47.4,27.25,70,6,1,1,0
105.89799805,0,0,76,7,2,0,0
19.659988403,36.571428571,5,44,4,2,0,0
56.497998047,60,0,36,6,4,0,1
132.96498413,35.5,30.949996948,74,9,2,1,0
76.451977539,38.2,2,99,3,3,0,0
70.391967773,15,17.4,30,9,6,0,1
128.17197266,42.4,26,60,7,5,1,1
63.797998047,35,15.25,64,4,2,1,0
104.15997314,71.285714286,0,28,3,1,0,0
85.636968994,65.3,0,58,6,4,1,0
83.471948242,37.5,10,72,3,2,0,0
48.37197876,50.6,0,72,7,3,1,0
108.09799805,45.3,34.949981689,68,1,1,0,0
66.071954346,0,0,48,6,2,0,1
61.323999023,0,0,74,3,3,1,1
21.197998047,35,0,32,5,3,0,0
83.66998291,0,10,56,2,4,0,1
37.491973877,55.2,0,52,9,4,1,1
73.649963379,27.009994507,10,74,1,2,0,0
27.071990967,45.4,0,54,6,5,1,1
63.785986328,35,0,22,2,6,1,1
75.171948242,0,0,90,6,5,1,0
74.409973145,50,0,34,4,1,0,0
100.39799805,38.3,0,36,1,3,1,1
88.845977783,24.4,25,58,5,2,0,1
73.338970947,43.7,19,44,1,1,0,0
68.097998047,65,0,52,6,2,0,0
9.1116638184,45,0,28,5,3,1,1
124.5619873,52.4,26,66,6,2,1,0
78.961987305,54.4,70.849975586,74,4,2,1,0
116.79799805,63.6,0,38,8,5,1,1
63.891973877,0,0,60,3,1,0,0
80.997998047,37,0,34,6,3,1,1
106.09797363,53.549981689,0,48,7,1,1,0
77.04899292,41.289978027,29.989990234,48,1,1,0,0
70.928961182,27.009994507,10,72,1,2,0,0
72.34197998,0,0,80,1,2,1,0
76.797998047,50.3,15.25,64,6,5,1,1
94.196948242,27,14,28,3,2,0,0
127.32891846,43.1,0,30,6,2,0,0
75.471954346,35.1,13,58,6,6,0,1
42.509985352,0,0,44,6,7,1,1
80.803331163,40,15,30,1,1,0,0
91.845977783,36.4,0,30,4,2,0,0
70.197998047,0,0,62,3,8,1,1
52.245983887,45.05,6,40,4,2,0,1
81.648968506,0,0,48,1,2,0,0
123.1619873,35,25,56,4,2,1,0
83.151989746,45.5,13.5,56,7,4,1,1
76.571984863,50.554983521,0,86,7,4,1,1
76.597998047,0,30.25,84,5,2,1,0
132.39794922,30,17.75,78,6,2,1,0
84.597998047,0,0,48,3,2,0,0
87.871960449,53.8,0,42,6,3,1,1
75.261987305,32.4,0,52,9,2,1,0
75.569946289,55,0,22,2,1,0,0
79.690960693,38.2,0,52,5,4,1,1
77.569946289,35,0,28,2,1,0,0
66.659973145,32.509986877,0,50,3,2,1,0
106.39799805,45,0,44,5,1,0,0
67.503991699,0,0,70,6,3,1,0
76.038970947,39.7,10,62,1,1,0,0
73.338970947,43.7,20,40,2,4,1,1
55.771963501,40,0,20,1,2,0,0
56.32197876,36.579992676,0,30,6,4,1,1
63.538980103,30,19.989990234,42,1,3,0,1
73.333972168,41.4,0,46,3,3,0,0
74.671948242,39,14,42,3,3,0,1
75.838970947,42.5,12.5,22,9,1,0,0
102.8619873,40.4,0,48,6,3,0,1
68.838970947,38.5,25,32,9,2,1,0
107.84597778,31.4,25,72,6,2,1,0
80.871960449,0,25,50,3,7,0,1
129.43892822,33.5,12.5,66,4,3,1,0
68.981988525,0,0,74,9,4,1,1
129.59794922,41.3,0,20,4,1,0,0
63.373986816,37.4,0,46,2,3,0,0
155.34696655,63.7,25.8,48,8,2,1,0
79.597998047,50.3,0,50,2,1,0,0
40.491973877,40.2,0,44,1,2,1,0
79.409973145,35,0,NA,NA,NA,NA,NA
64.281951904,45.2,17.2,48,9,3,1,1
101.69799805,54.3,0,34,9,6,0,1
83.63895874,16.1,0,70,1,3,1,0
113.03897095,57.2,0,56,5,3,1,0
172.39794922,58.3,26.25,80,9,2,1,0
108.27194824,35.5,11,42,4,6,0,1
71.871948242,0,10,76,1,1,0,0
72.569946289,40,0,36,6,2,0,0
101.93897095,50.5,0,50,6,4,1,1
84.597998047,0,0,58,1,4,0,1
103.49799805,43,15,78,4,1,0,0
21.197998047,0,3,92,9,4,0,0
57.07197876,45,0,66,4,4,0,0
98.391967773,49.2,0,44,6,4,1,1
58.458747864,41.25,0,NA,NA,NA,NA,NA
69.533959961,0,0,62,5,2,1,0
89.091967773,0,16,80,2,1,0,0
41.491973877,62.6,0,40,6,4,1,1
45.838980103,40,0,64,4,3,1,0
6.0409973145,47,0,44,4,3,0,0
71.319946289,0,0,20,6,4,1,1
75.323999023,0,0,76,3,2,1,0
97.809997559,45,0,38,5,2,0,0
67.845986938,21.2,30,60,3,5,0,1
54.301989746,95.9,25,30,7,4,1,1
74.569946289,33,0,32,3,2,0,0
81.648968506,0,25,68,3,2,0,0
83.863964844,37.774978638,20,66,7,2,1,0
64.391973877,15,25,72,1,1,0,0
95.351989746,29.4,0,80,1,2,1,0
108.92997437,49.279998779,25,42,1,1,0,0
107.84794922,28.649996948,0,44,6,1,0,0
34.423999023,50.349981689,0,38,6,2,1,0
13.414993286,56,2.5,40,1,1,0,0
69.281945801,25.4,25,90,6,2,1,0
40.534985352,9.2,16,82,1,2,0,0
77.497998047,35,15,70,3,1,0,0
81.648968506,0,0,82,5,1,0,0
78.073986816,31.1,0,54,5,3,1,0
107.23897095,54.7,0,78,5,2,1,0
88.271948242,35,0,48,5,2,0,1
202.33592529,66.5,0,64,7,5,1,0
124.0619873,50,30.949996948,62,6,4,1,0
86.391967773,38,0,56,4,3,1,1
195.57995605,50,0,48,9,6,1,1
23,0,0,50,6,3,1,0
84.409973145,50,0,46,1,1,0,0
64.997998047,55,20.25,24,1,2,0,0
75.148968506,0,0,50,3,2,0,0
91.597998047,41,52.399993896,58,9,5,1,0
73.891967773,47.2,25,66,2,1,0,0
64.659973145,46,0,62,6,2,0,1
72.007971191,36.539978027,15,88,4,3,1,1
67.569946289,45,0,28,6,4,1,0
7,47.4,0,28,1,2,0,1
135.92397461,0,0,60,6,2,1,0
21.197998047,49,10,24,1,1,0,0
65.845986938,37.4,19.4,34,5,2,1,0
76.597998047,40.4,20.949996948,46,6,4,1,0
64.844417996,45,0,30,3,3,0,1
126.89794922,51.3,0,56,9,4,1,1
113.53897095,48.5,25,36,6,3,1,1
11.513995361,52,0,24,3,1,1,0
64.991973877,35,15,26,4,1,0,0
77.238970947,36.5,17,48,2,2,1,0
74.797998047,42.8,0,40,5,2,0,1
75.597998047,38,17.75,22,9,2,1,0
88.569946289,85,0,58,9,2,1,0
93.198956299,46.839984131,0,28,6,4,0,1
11.166666667,0,0,64,4,1,0,0
70.097998047,40,0,72,7,1,0,0
72.569946289,45,0,24,7,2,1,0
84.391967773,40.5,0,74,9,2,1,0
94.491967773,36.6,0,40,5,3,0,1
106.56994629,55,0,NA,NA,NA,NA,NA
104.0619751,36.2,23,68,7,2,1,0
7,0,20,58,9,6,1,0
74.891967773,60.6,0,38,2,4,0,1
70.837988281,54.989990234,0,84,9,2,1,0
78.809997559,55,0,58,9,4,1,0
64.597998047,58.4,0,54,6,3,1,1
76.521984863,0,0,80,4,3,1,0
22.071990967,35,0,32,1,3,0,1
105.69799805,56.3,20,46,4,2,1,0
164.41707938,56.428571429,79.099975586,NA,NA,NA,NA,NA
10.55199585,39.989990234,0,50,7,5,1,1
46.323999023,0,0,74,1,4,1,0
75.891967773,38.2,25,36,9,2,1,0
72.845977783,0,0,88,7,2,1,0
29.569992065,0,0,32,1,1,0,0
97.409973145,69,0,40,6,3,1,1
108.58798828,49.989990234,0,46,9,2,1,0
67.194946289,45,0,36,4,5,0,1
113.34896851,40.7,0,30,6,2,1,0
88.297998047,48.3,15.25,70,1,1,0,0
65.409973145,35,15,NA,NA,NA,NA,NA
82.371948242,27.5,0,28,1,2,0,0
49.569976807,85,0,48,5,2,0,0
122.04798584,43.2,27.949996948,40,7,6,0,0
95.028961182,6.5,25,40,4,3,0,0
68.170983887,30,10,28,9,3,0,0
81.648968506,0,0,60,1,1,0,0
34.423999023,0,0,50,9,3,1,1
76.293969727,0,0,56,8,3,1,0
36.718981934,30,20,66,1,1,0,0
66.791973877,0,0,26,6,4,1,1
85.845977783,24.4,27,68,4,5,1,1
7,0,0,86,4,1,0,0
29.541093614,27.222222222,0,54,7,1,0,0
120.84597778,46.4,0,54,5,4,1,1
80.461975098,34.8,24.749996948,70,1,1,0,0
4.8809997559,89.5,0,70,7,1,1,0
130.14197998,57.2,15,46,6,4,1,1
81.097998047,39,0,36,6,3,0,1
65.012991333,63.9,0,46,3,2,0,0
79.409973145,45,10,26,6,3,1,1
48.809997559,70,0,NA,NA,NA,NA,NA
73.991967773,48.2,25,70,6,5,1,0
92.838970947,36.5,25,66,1,1,1,0
47.828991699,34,15,44,7,5,0,1
88.049987793,36,0,32,6,5,1,0
86.597998047,55,0,26,1,4,1,1
66.481945801,28,0,74,6,5,1,0
63.197998047,6,18.225,44,1,3,0,1
78.097998047,40.4,25.25,66,5,4,1,0
107.57194824,40.5,15.949996948,54,9,2,1,0
23.870983887,51,13,64,8,6,1,1
63.809997559,0,15.25,52,3,4,1,1
76.34197998,55.2,25,48,9,6,1,1
72.837988281,38.4,0,46,3,1,0,0
63.66998291,45,0,NA,NA,NA,NA,NA
64.638980103,42.9,22.98999176,28,4,2,1,0
78.809997559,35,7.625,80,7,2,0,0
107.99196777,62.2,0,38,3,2,0,0
87.845977783,41.4,0,78,4,4,1,1
67.597998047,28.3,0,24,5,2,1,0
22.569992065,45,0,22,4,1,0,0
123.6319519,52.249981689,18,40,5,7,1,1
110.84597778,0,0,26,1,3,0,0
53.891973877,46.2,23,54,9,5,1,1
81.871948242,35,20.949996948,92,3,2,1,0
57.688980103,58.7,0,40,1,1,0,0
121.54597778,37,2,62,8,3,1,0
59.973974609,50.3,0,46,3,3,0,1
101.69196777,62.2,0,56,7,7,1,1
92.791967773,49.6,0,44,6,2,1,0
29.728991699,30.7,25,86,3,3,1,0
102.49196777,5,16.5,54,1,1,0,0
92.347998047,47.4,0,42,5,3,1,1
75.291973877,45.8,0,30,6,4,1,1
106.73661296,89,10,36,6,3,0,1
29.728991699,0,25,60,2,2,1,0
87.74395752,26.679992676,10,42,6,5,1,1
81.648968506,40.7,0,58,5,2,0,0
90.823986816,45.089971924,0,82,1,1,0,0
87.845977783,35,25,32,6,4,1,1
74.521984863,0,0,64,1,7,1,1
1.95,31.5,0,20,2,2,1,0
82.69568743,45,0,30,4,2,0,0
115.03497314,0,0,48,6,4,1,1
70.171948242,42.4,0,68,1,1,0,0
73.809997559,85,49.899993896,26,6,3,1,1
37.5,61.4,0,38,6,3,1,1
73.597998047,21.3,20.25,64,6,3,1,0
54.569976807,50,10,NA,NA,NA,NA,NA
117.93798828,0,25,80,6,5,1,0
77.538970947,26.5,25,20,4,2,0,0
70.391967773,48.2,0,64,3,2,0,0
71.738973999,15,25,54,7,2,1,0
111.27194824,34.4,15,44,1,2,1,0
81.659973145,0,14,NA,NA,NA,NA,NA
56.838980103,32.5,15,38,1,1,0,0
88.546948242,35.4,31.5,36,5,3,1,1
85.791992188,48.309985352,41.469970703,42,1,3,1,1
73.696948242,61,15,80,1,4,1,0
22.293324788,35,0,NA,NA,NA,NA,NA
79.659973145,46,0,NA,NA,NA,NA,NA
5.466998291,65,0,30,1,2,0,0
81.809997559,35,10,58,2,1,0,0
61.828985596,54.6,0,44,3,2,1,0
80.46998291,35,0,48,6,8,1,1
81.023986816,18.8,0,58,1,1,0,0
101.59799805,43.3,0,50,6,2,1,0
1.4,8,0,32,1,3,0,1
88.409973145,65,0,32,6,4,1,1
76.323999023,0,0,82,5,3,1,0
75.323999023,0,0,66,6,4,1,0
86.648968506,44.2,0,66,3,2,1,0
80.24197998,55.2,25,50,7,4,1,0
63.069953918,60,0,68,1,1,0,0
101.77194824,52.4,25,88,5,4,1,0
76.518951416,20,20,56,5,1,0,0
63.197998047,0,0,72,1,1,0,0
80.321948242,40,20.949996948,80,4,2,1,0
61.909986708,15.333333333,0,82,2,1,0,0
46.556982422,35,0,48,6,2,1,0
63.809997559,30,0,NA,NA,NA,NA,NA
14.383992004,39.4,0,74,1,1,0,0
68.597998047,48,0,30,3,1,1,0
67.767980957,45.3,40.579986572,86,7,1,0,0
92.171948242,34.4,0,74,6,1,0,0
116.34697876,39,25,78,9,1,0,0
77.971951294,29.5,19,34,3,2,1,0
100.56994629,65,10,46,6,2,1,0
88.661987305,38.4,21,38,9,2,1,0
41.491973877,40.6,0,32,6,3,0,1
66.809997559,40,0,32,9,3,1,1
113.97194824,47.4,0,36,7,2,0,0
64.071085612,50.555555556,15,44,9,5,1,1
69.797998047,44,0,74,7,3,1,0
92.538970947,40.2,0,42,6,2,0,1
108.65997314,47.4,25,68,7,3,1,0
79.478985596,52.859985352,25,52,3,3,0,1
79.845977783,36.4,15,48,8,2,0,0
161.57895508,61.5,0,40,5,2,0,1
73.038970947,35,10,24,3,1,0,0
8.6409973145,46.4,10,72,1,2,1,0
112.79196777,0,25,66,5,3,1,0
189.73591309,41.4,16,44,9,2,1,0
92.809997559,45,0,24,9,2,1,0
81.377984619,49,12,72,8,3,1,0
75.461968994,7.5,22,44,6,5,1,0
63.809997559,55,0,28,3,1,0,0
92.521984863,46.4,0,56,7,5,0,0
136.65092773,48,25,76,6,1,0,0
33.341986084,33.5,26.1,58,5,2,1,0
85.991967773,66.5,16.5,20,1,2,1,0
104.14798584,37.4,26.149993896,60,3,4,1,1
92.991967773,48.2,0,34,3,1,0,0
72.245977783,30,2,64,4,2,0,1
78.800970459,33,25,66,1,1,0,0
75.34197998,0,0,72,6,3,1,0
73.659973145,56,0,48,1,1,0,0
66.10748291,45,7.5,26,1,1,0,0
107.01895142,47.2,0,66,3,2,0,1
